make,model,location,color,price_in_Ksh,year_of_manufacture,transmission,mileage_in_km,fuel,foreign_local,review_score
toyota,passo,Nairobi,red,560000,2012,Automatic,35000,Petrol,Local,3
mercedes-benz,c250,Nairobi,white,1900000,2011,Automatic,65500,Petrol,Local,3
toyota,land,Nairobi,grey,3850000,2013,Manual,31000,Diesel,Local,4.555555555555555
toyota,fielder,Nairobi,silver,680000,2004,Automatic,316612,Petrol,Local,4.6
toyota,noah,Nairobi,black,750000,2007,Automatic,158000,Petrol,Local,4.5
honda,insight,Nairobi,silver,810000,2012,Automatic,118000,Hybrid,Local,3.3333333333333335
nissan,lafesta,Mombasa,Not-specified,500000,2005,Automatic,140000,Petrol,Local,3.6
nissan,note,Nairobi,blue,680000,2012,Automatic,6285,Petrol,Local,4.333333333333333
toyota,auris,Nairobi,silver,1250000,2013,Automatic,48500,Petrol,Foreign,4.333333333333333
nissan,prairie,Nairobi,gold,340000,2003,Automatic,191852,Petrol,Local,3
volkswagen,golf,Nairobi,blue,1299999,2013,Automatic,141000,Petrol,Foreign,3.6
honda,ballade,Nairobi,grey,300000,1997,Manual,128115,Petrol,Local,3
mazda,axela,Nairobi,silver,600000,2007,Automatic,146000,Petrol,Local,3.3333333333333335
nissan,almera,Nairobi,blue,350000,2004,Manual,168000,Petrol,Local,3
honda,fit,Nairobi,pearl,730000,2012,Automatic,148000,Petrol,Local,4.666666666666667
nissan,teana,Nairobi,grey,670000,2008,Automatic,121000,Petrol,Local,3.6666666666666665
toyota,axio,Nairobi,grey,1150000,2013,Automatic,95000,Petrol,Foreign,3.6
toyota,land,Nairobi,beige,5350000,2017,Manual,30000,Diesel,Local,3
toyota,corolla,Nairobi,white,500000,2003,Automatic,365000,Petrol,Local,3
nissan,note,Nairobi,pearl,500000,2012,Automatic,80500,Petrol,Local,4.333333333333333
toyota,camry,Nairobi,white,900000,2009,Automatic,1340000,Petrol,Foreign,3.6666666666666665
mercedes-benz,b180,Nairobi,red,1500000,2012,Automatic,NA,Other,Local,3
volkswagen,golf,Nairobi,black,440000,2003,Automatic,130972,Petrol,Local,3.6
nissan,note,Nairobi,white,640000,2013,Automatic,76000,Petrol,Foreign,4.333333333333333
toyota,harrier,Nairobi,black,1680000,2009,Automatic,135000,Petrol,Local,4.6
nissan,note,Nairobi,grey,595000,2013,Automatic,94000,Petrol,Local,4.333333333333333
volkswagen,touareg,Nairobi,black,1750000,2008,Automatic,NA,Diesel,Local,3
toyota,cami,Mombasa,white,395000,2000,Automatic,167000,Petrol,Local,3
bmw,320i,Nairobi,silver,1050000,2009,Automatic,120000,Petrol,Local,3
toyota,probox,Nairobi,white,680000,2012,Automatic,69000,Petrol,Foreign,4.555555555555555
chevrolet,captiva,Nairobi,black,2500000,2013,Automatic,55000,Petrol,Foreign,3
toyota,fielder,Nairobi,silver,1000000,2013,Automatic,71000,Petrol,Foreign,4.6
toyota,auris,Nairobi,silver,990000,2012,Automatic,80000,Petrol,Foreign,4.333333333333333
toyota,premio,Rest,Not-specified,900000,2008,Automatic,159324,Other,Local,4.764705882352941
toyota,vitz,Nairobi,Not-specified,670000,2012,Automatic,61000,Petrol,Foreign,4.733333333333333
toyota,vanguard,Nairobi,black,1900000,2012,Automatic,73111,Petrol,Foreign,3.3333333333333335
audi,q5,Nairobi,red,3410000,2013,Automatic,119000,Petrol,Foreign,3
toyota,ractis,Nairobi,silver,530000,2010,Automatic,130000,Petrol,Local,4.555555555555555
subaru,xv,Nairobi,Not-specified,1500000,2012,Unknown,NA,Other,Foreign,3
subaru,forester,Nairobi,blue,1450000,2010,Automatic,96000,Petrol,Local,4.636363636363637
nissan,latio,Nairobi,white,550000,2011,Automatic,NA,Petrol,Local,3
toyota,rav4,Nairobi,black,1350000,2007,Automatic,170300,Petrol,Local,4.5
mercedes-benz,e250,Nairobi,black,2500000,2011,Automatic,94000,Petrol,Local,3
subaru,impreza,Nairobi,Not-specified,1800000,2013,Unknown,NA,Other,Foreign,4.714285714285714
toyota,ractis,Nairobi,purple,930000,2013,Automatic,25000,Petrol,Foreign,4.555555555555555
nissan,note,Nairobi,grey,620000,2013,Automatic,NA,Petrol,Foreign,4.333333333333333
nissan,note,Nairobi,red,620000,2013,Automatic,82000,Petrol,Foreign,4.333333333333333
isuzu,d-max,Nairobi,Not-specified,1650000,2009,Automatic,86000,Diesel,Local,4
mercedes-benz,ml350,Nairobi,pearl,5980000,2013,Automatic,70000,Petrol,Foreign,3
toyota,vitz,Nairobi,white,1280000,2013,Manual,49876,Petrol,Foreign,4.733333333333333
toyota,land,Mombasa,black,8200000,2013,Automatic,58000,Petrol,Foreign,4.555555555555555
subaru,forester,Mombasa,silver,2200000,2013,Automatic,5800,Petrol,Foreign,4.636363636363637
nissan,serena,Nairobi,pearl,1180000,2013,Automatic,82456,Petrol,Foreign,3
mercedes-benz,c180,Mombasa,black,2100000,2013,Automatic,8500,Petrol,Foreign,3.6666666666666665
honda,fit,Nairobi,orange,1180000,2013,Automatic,78652,Petrol,Foreign,4.666666666666667
toyota,vanguard,Nairobi,Not-specified,1450000,2008,Automatic,98000,Petrol,Local,3.3333333333333335
honda,cr-v,Nairobi,Not-specified,2150000,2012,Automatic,86000,Petrol,Foreign,4.333333333333333
toyota,harrier,Nairobi,Not-specified,1180000,2007,Automatic,98000,Petrol,Foreign,4.6
mercedes-benz,c180,Nairobi,black,2360000,2013,Automatic,23000,Petrol,Foreign,3.6666666666666665
subaru,outback,Nairobi,black,2399000,2013,Automatic,79000,Petrol,Foreign,4.2
toyota,rav4,Nairobi,black,2299000,2013,Automatic,67000,Petrol,Foreign,4.5
toyota,rav4,Nairobi,black,2300000,2013,Automatic,89000,Petrol,Foreign,4.5
toyota,auris,Nairobi,black,1300000,2013,Automatic,34000,Petrol,Foreign,4.333333333333333
toyota,fielder,Nairobi,silver,1299000,2013,Automatic,71000,Petrol,Foreign,4.6
mazda,cx-5,Nairobi,red,1970000,2013,Automatic,67000,Petrol,Foreign,3.3333333333333335
mazda,cx-5,Nairobi,black,2050000,2013,Automatic,76000,Petrol,Foreign,3.3333333333333335
nissan,sylphy,Nairobi,silver,1070000,2013,Automatic,63000,Petrol,Foreign,3
toyota,auris,Nairobi,black,1340000,2013,Automatic,43000,Petrol,Foreign,4.333333333333333
subaru,forester,Nairobi,black,2180000,2013,Automatic,98000,Petrol,Foreign,4.636363636363637
toyota,auris,Nairobi,pearl,1320000,2013,Automatic,53000,Petrol,Foreign,4.333333333333333
subaru,forester,Nairobi,silver,2450000,2013,Automatic,71000,Petrol,Foreign,4.636363636363637
mazda,demio,Nairobi,red,680000,2013,Automatic,58000,Petrol,Foreign,3.7142857142857144
toyota,auris,Nairobi,pearl,1280000,2013,Automatic,84000,Petrol,Foreign,4.333333333333333
toyota,harrier,Nairobi,black,3499000,2013,Automatic,72000,Petrol,Foreign,4.6
mazda,demio,Nairobi,red,680000,2013,Automatic,58000,Petrol,Foreign,3.7142857142857144
mazda,cx-5,Nairobi,pearl,1900000,2013,Automatic,89000,Petrol,Foreign,3.3333333333333335
mercedes-benz,e250,Nairobi,white,4000000,2013,Automatic,83000,Petrol,Foreign,3
subaru,forester,Nairobi,pearl,2250000,2013,Automatic,79000,Petrol,Foreign,4.636363636363637
toyota,axio,Nairobi,silver,1180000,2013,Automatic,72000,Petrol,Foreign,3.6
toyota,axio,Nairobi,silver,1150000,2013,Automatic,72000,Petrol,Foreign,3.6
toyota,fielder,Nairobi,silver,1250000,2013,Automatic,71000,Petrol,Foreign,4.6
toyota,vanguard,Nairobi,black,2550000,2013,Automatic,23000,Petrol,Foreign,3.3333333333333335
mercedes-benz,c180,Nairobi,black,2450000,2013,Automatic,23000,Petrol,Foreign,3.6666666666666665
subaru,outback,Nairobi,black,2300000,2013,Automatic,89000,Petrol,Foreign,4.2
nissan,bluebird,Nairobi,silver,1150000,2013,Automatic,63000,Petrol,Foreign,4
mercedes-benz,e250,Nairobi,pearl,3950000,2013,Automatic,83000,Petrol,Foreign,3
subaru,forester,Nairobi,black,2250000,2013,Automatic,97000,Petrol,Foreign,4.636363636363637
mitsubishi,rvr,Nairobi,brown,1740000,2013,Automatic,79000,Petrol,Foreign,3
mitsubishi,rvr,Nairobi,black,1750000,2013,Automatic,53000,Petrol,Foreign,3
mercedes-benz,c200,Nairobi,black,2350000,2013,Automatic,23000,Petrol,Foreign,4.5
toyota,harrier,Nairobi,pearl,3499000,2015,Automatic,68000,Petrol,Foreign,4.6
toyota,auris,Nairobi,pearl,1320000,2013,Automatic,83000,Petrol,Foreign,4.333333333333333
bmw,x1,Nairobi,pearl,1999000,2013,Automatic,68000,Petrol,Foreign,3.6666666666666665
mercedes-benz,e250,Nairobi,gold,3300000,2013,Automatic,64000,Petrol,Foreign,3
bmw,x5,Nairobi,silver,1100000,2005,Automatic,87000,Diesel,Local,3
mercedes-benz,e350,Nairobi,black,2499000,2011,Automatic,85000,Petrol,Local,3
nissan,murano,Nairobi,Not-specified,1750000,2012,Automatic,114000,Other,Foreign,3
mitsubishi,galant,Nairobi,white,900000,2012,Automatic,142000,Petrol,Foreign,3.5
volkswagen,golf,Nairobi,black,1800000,2012,Automatic,67000,Petrol,Foreign,3.6
volkswagen,passat,Nairobi,black,1485000,2012,Automatic,52500,Petrol,Foreign,3
toyota,rav4,Nairobi,pearl,1350000,2008,Automatic,116000,Petrol,Local,4.5
audi,a6,Nairobi,silver,2700000,2012,Automatic,75000,Petrol,Foreign,3.6666666666666665
peugeot,508,Nairobi,pearl,1800000,2012,Automatic,72000,Petrol,Foreign,3
volkswagen,touareg,Nairobi,Not-specified,3100000,2011,Automatic,86700,Diesel,Foreign,3
toyota,fielder,Nairobi,green,1180000,2013,Automatic,93512,Petrol,Foreign,4.6
nissan,latio,Nairobi,silver,895000,2013,Automatic,18000,Petrol,Foreign,3
toyota,harrier,Nairobi,black,3500000,2014,Automatic,43000,Petrol,Foreign,4.6
subaru,forester,Nairobi,black,2300000,2013,Automatic,88000,Petrol,Foreign,4.636363636363637
subaru,outback,Nairobi,grey,3600000,2015,Automatic,60000,Petrol,Foreign,4.2
mitsubishi,galant,Nairobi,grey,1200000,2013,Automatic,30000,Petrol,Foreign,3.5
subaru,forester,Nairobi,Not-specified,2300000,2013,Automatic,33000,Petrol,Foreign,4.636363636363637
subaru,outback,Nairobi,beige,3500000,2015,Automatic,72000,Petrol,Foreign,4.2
subaru,outback,Nairobi,grey,3400000,2015,Automatic,69000,Petrol,Foreign,4.2
toyota,rush,Nairobi,brown,1650000,2013,Automatic,84000,Petrol,Foreign,3
subaru,outback,Nairobi,gold,3600000,2015,Automatic,76000,Petrol,Foreign,4.2
bmw,x6,Nairobi,black,5400000,2013,Automatic,NA,Petrol,Foreign,3
subaru,forester,Nairobi,black,2200000,2012,Automatic,NA,Petrol,Foreign,4.636363636363637
mitsubishi,rvr,Nairobi,Not-specified,1850000,2012,Automatic,NA,Petrol,Foreign,3
toyota,rav4,Nairobi,Not-specified,890000,2006,Automatic,112000,Petrol,Local,4.5
mitsubishi,pajero,Nairobi,Not-specified,2100000,2011,Automatic,67000,Diesel,Foreign,4
toyota,fielder,Nairobi,Not-specified,680000,2006,Automatic,126000,Petrol,Local,4.6
nissan,fb15,Nairobi,Not-specified,340000,2005,Automatic,136000,Petrol,Local,3
mazda,cx-5,Nairobi,Not-specified,1900000,2013,Automatic,86000,Diesel,Foreign,3.3333333333333335
toyota,allion,Nairobi,blue,1700000,2013,Automatic,7000,Petrol,Foreign,4.555555555555555
honda,vezel,Nairobi,white,2900000,2015,Automatic,NA,Petrol,Foreign,3
volkswagen,touareg,Nairobi,black,4400000,2011,Automatic,NA,Petrol,Foreign,3
volkswagen,touareg,Nairobi,black,4200000,2011,Automatic,NA,Petrol,Foreign,3
toyota,vitz,Nairobi,blue,990000,2013,Manual,NA,Petrol,Foreign,4.733333333333333
toyota,fj,Nairobi,white,3600000,2011,Automatic,NA,Petrol,Foreign,3
toyota,aqua,Nairobi,white,1100000,2013,Automatic,NA,Petrol,Foreign,3
volkswagen,touareg,Nairobi,white,4000000,2011,Automatic,NA,Petrol,Foreign,3
honda,cr-v,Nairobi,silver,3300000,2012,Automatic,NA,Petrol,Foreign,4.333333333333333
toyota,aqua,Nairobi,Not-specified,1080000,2012,Automatic,NA,Petrol,Foreign,3
toyota,land,Nairobi,red,11500000,2014,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,axio,Nairobi,white,1250000,2012,Automatic,NA,Petrol,Foreign,3.6
volkswagen,golf,Nairobi,silver,1030000,2012,Automatic,NA,Petrol,Foreign,3.6
toyota,passo,Nairobi,silver,730000,2013,Automatic,18000,Petrol,Foreign,3
subaru,forester,Nairobi,silver,2450000,2013,Automatic,NA,Petrol,Foreign,4.636363636363637
toyota,vitz,Nairobi,white,750000,2013,Automatic,NA,Petrol,Foreign,3
toyota,vitz,Nairobi,grey,880000,2013,Automatic,NA,Petrol,Foreign,4.733333333333333
volkswagen,golf,Nairobi,white,950000,2012,Automatic,NA,Petrol,Foreign,3.6
subaru,forester,Nairobi,brown,5800000,2019,Automatic,4000,Petrol,Foreign,4.636363636363637
toyota,rush,Nairobi,red,1600000,2013,Automatic,NA,Petrol,Foreign,3
toyota,porte,Nairobi,pearl,780000,2013,Automatic,NA,Petrol,Foreign,3
volkswagen,amarok,Nairobi,Not-specified,3500000,2012,Automatic,NA,Diesel,Foreign,3
toyota,vitz,Nairobi,grey,880000,2013,Automatic,NA,Petrol,Foreign,4.733333333333333
toyota,land,Nairobi,pearl,8500000,2011,Automatic,NA,Petrol,Foreign,4.555555555555555
ford,ranger,Nairobi,white,3800000,2013,Automatic,NA,Diesel,Foreign,4
mercedes-benz,s400,Nairobi,grey,8800000,2014,Automatic,45000,Petrol,Foreign,3
bmw,116i,Nairobi,pearl,1600000,2013,Automatic,NA,Petrol,Foreign,3
toyota,land,Nairobi,white,9500000,2012,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,aqua,Nairobi,white,1100000,2013,Automatic,NA,Diesel,Foreign,3
porsche,cayenne,Nairobi,pearl,7000000,2015,Automatic,NA,Petrol,Foreign,3
toyota,fielder,Nairobi,white,1300000,2014,Automatic,NA,Petrol,Foreign,4.6
toyota,hilux,Nairobi,pearl,3800000,2013,Automatic,NA,Diesel,Foreign,4.2
mercedes-benz,c200,Nairobi,pearl,2500000,2013,Automatic,32000,Petrol,Foreign,4.5
toyota,probox,Nairobi,white,800000,2015,Automatic,NA,Petrol,Foreign,4.555555555555555
toyota,passo,Nairobi,black,700000,2013,Automatic,NA,Petrol,Foreign,3
toyota,vitz,Nairobi,silver,880000,2013,Automatic,NA,Petrol,Foreign,4.733333333333333
nissan,march,Nairobi,pearl,490000,2012,Automatic,NA,Petrol,Foreign,4.428571428571429
toyota,vanguard,Nairobi,pearl,2400000,2013,Automatic,NA,Petrol,Foreign,3.3333333333333335
bmw,mini,Nairobi,pearl,1550000,2013,Automatic,NA,Petrol,Foreign,3
nissan,x-trail,Nairobi,grey,1650000,2013,Automatic,NA,Petrol,Foreign,3.75
mitsubishi,mirage,Nairobi,silver,490000,2012,Automatic,NA,Petrol,Foreign,3
porsche,cayenne,Nairobi,black,4700000,2011,Automatic,NA,Petrol,Foreign,3
toyota,hilux,Nairobi,pearl,3500000,2012,Automatic,NA,Diesel,Foreign,4.2
toyota,crown,Nairobi,white,1850000,2013,Automatic,NA,Petrol,Foreign,4.2
toyota,hilux,Nairobi,silver,2250000,2013,Manual,NA,Diesel,Foreign,4.2
mitsubishi,outlander,Nairobi,silver,750000,2007,Automatic,125750,Petrol,Local,3.5
audi,a3,Nairobi,silver,1500000,2013,Automatic,77000,Petrol,Foreign,3.6666666666666665
mercedes-benz,c200,Nairobi,grey,2500000,2013,Automatic,53000,Petrol,Foreign,4.5
subaru,outback,Nairobi,black,2500000,2013,Automatic,76000,Petrol,Foreign,4.2
toyota,rush,Nairobi,maroon,1590000,2013,Automatic,67000,Petrol,Foreign,3
toyota,land,Nairobi,silver,8500000,2013,Automatic,17000,Petrol,Foreign,4.555555555555555
toyota,vanguard,Nairobi,pearl,2300000,2012,Automatic,64000,Petrol,Foreign,3
nissan,x-trail,Nairobi,green,2400000,2014,Automatic,79000,Petrol,Foreign,3.75
audi,q5,Nairobi,black,3300000,2013,Automatic,41000,Petrol,Foreign,3
toyota,premio,Nairobi,white,1800000,2014,Automatic,24000,Petrol,Foreign,4.764705882352941
toyota,harrier,Nairobi,maroon,3800000,2014,Automatic,74000,Petrol,Foreign,3
audi,a3,Nairobi,silver,1500000,2013,Automatic,77000,Petrol,Foreign,3.6666666666666665
mercedes-benz,c200,Nairobi,red,4500000,2014,Automatic,31000,Petrol,Foreign,4.5
mercedes-benz,c180,Nairobi,red,4500000,2014,Automatic,31000,Petrol,Foreign,3.6666666666666665
volkswagen,golf,Nairobi,white,1620000,2013,Automatic,81000,Petrol,Foreign,3.6
toyota,premio,Nairobi,blue,1750000,2013,Automatic,40000,Petrol,Foreign,4.764705882352941
subaru,forester,Nairobi,silver,2300000,2013,Automatic,31000,Petrol,Foreign,4.636363636363637
toyota,voxy,Nairobi,silver,1800000,2014,Automatic,100,Petrol,Foreign,3.5
toyota,alphard,Nairobi,white,2050000,2012,Automatic,87000,Petrol,Foreign,3
nissan,datsun,Thika,orange,170000,1985,Manual,NA,Petrol,Local,3
toyota,rush,Nairobi,white,1590000,2013,Automatic,86000,Petrol,Foreign,3
toyota,vanguard,Nairobi,white,2300000,2012,Automatic,64000,Petrol,Foreign,3.3333333333333335
volkswagen,golf,Nairobi,black,1150000,2013,Automatic,50000,Petrol,Foreign,3.6
honda,fit,Nairobi,orange,900000,2013,Automatic,102000,Petrol,Foreign,4.666666666666667
mercedes-benz,e300,Nairobi,black,4500000,2013,Automatic,58000,Petrol,Foreign,3
toyota,spacio,Nairobi,blue,530000,2002,Automatic,120000,Other,Local,3
toyota,voxy,Nairobi,silver,1800000,2014,Automatic,100,Petrol,Foreign,3.5
audi,a3,Nairobi,blue,1450000,2013,Automatic,51000,Petrol,Foreign,3.6666666666666665
toyota,rav4,Nairobi,brown,2500000,2013,Automatic,83000,Petrol,Foreign,4.5
nissan,dualis,Nairobi,black,1650000,2013,Automatic,51000,Petrol,Foreign,3.6666666666666665
subaru,outback,Nairobi,maroon,1399000,2009,Automatic,109000,Petrol,Local,4.2
toyota,auris,Nairobi,black,1180000,2012,Automatic,82000,Petrol,Foreign,4.333333333333333
mitsubishi,rvr,Nairobi,brown,1890000,2013,Automatic,70000,Petrol,Foreign,3
volkswagen,tiguan,Nairobi,black,2600000,2013,Automatic,60000,Petrol,Foreign,3.3333333333333335
mitsubishi,outlander,Nairobi,silver,2400000,2013,Automatic,40000,Petrol,Foreign,3.5
mitsubishi,rvr,Nairobi,red,1920000,2014,Automatic,48000,Petrol,Foreign,3
mitsubishi,outlander,Nairobi,black,2350000,2013,Automatic,60000,Petrol,Foreign,3.5
nissan,dualis,Nairobi,black,1650000,2013,Automatic,76000,Petrol,Foreign,3.6666666666666665
toyota,hilux,Nairobi,silver,3049000,2014,Manual,70700,Diesel,Foreign,4.2
toyota,hilux,Nairobi,white,2699000,2013,Manual,69230,Diesel,Foreign,4.2
toyota,hilux,Nairobi,white,2649000,2013,Manual,65000,Diesel,Foreign,4.2
toyota,hilux,Nairobi,blue,2649000,2013,Manual,95421,Diesel,Foreign,4.2
toyota,hilux,Nairobi,white,2449000,2012,Manual,92416,Diesel,Foreign,4.2
ford,ranger,Nairobi,silver,2225000,2012,Manual,89000,Diesel,Local,4
toyota,hilux,Nairobi,white,2975000,2013,Manual,53500,Diesel,Foreign,4.2
nissan,march,Nairobi,pearl,530000,2012,Automatic,72000,Petrol,Foreign,4.428571428571429
isuzu,rodeo,Nairobi,silver,1999000,2011,Automatic,135200,Diesel,Local,3
toyota,hilux,Nairobi,silver,2699000,2013,Manual,99000,Diesel,Foreign,4.2
toyota,land,Nairobi,white,4200000,2012,Manual,188000,Diesel,Foreign,4.555555555555555
toyota,hilux,Nairobi,silver,3099000,2013,Manual,99300,Diesel,Foreign,4.2
toyota,hilux,Nairobi,white,4499000,2016,Manual,54000,Diesel,Foreign,4.2
volkswagen,amarok,Nairobi,black,3649000,2013,Automatic,85000,Diesel,Foreign,3
toyota,hilux,Nairobi,silver,5599000,2016,Automatic,30000,Diesel,Foreign,4.2
toyota,hilux,Nairobi,black,5990000,2018,Automatic,58000,Diesel,Foreign,4.2
isuzu,d-max,Nairobi,silver,3099000,2013,Automatic,53000,Diesel,Foreign,4
toyota,hilux,Nairobi,white,3549000,2014,Automatic,50000,Diesel,Foreign,4.2
toyota,hilux,Nairobi,blue,3599000,2014,Automatic,50000,Diesel,Foreign,4.2
isuzu,d-max,Nairobi,white,3325000,2014,Automatic,60000,Diesel,Foreign,4
toyota,hilux,Nairobi,green,3249000,2014,Manual,50000,Diesel,Foreign,4.2
toyota,hilux,Nairobi,white,3400000,2014,Manual,NA,Diesel,Foreign,4.2
ford,ranger,Nairobi,black,3999000,2013,Automatic,50000,Diesel,Foreign,4
isuzu,d-max,Nairobi,white,3249000,2013,Automatic,55187,Diesel,Foreign,4
audi,a3,Nairobi,black,1450000,2012,Automatic,91727,Petrol,Foreign,3.6666666666666665
toyota,fortuner,Nairobi,white,3940000,2013,Automatic,68000,Diesel,Foreign,4
toyota,hilux,Nairobi,white,2650000,2012,Manual,75688,Diesel,Foreign,4.2
nissan,advan,Nairobi,white,720000,2013,Automatic,146273,Petrol,Foreign,3.5
toyota,wish,Nairobi,silver,710000,2006,Automatic,167000,Petrol,Local,3.6666666666666665
mitsubishi,rvr,Nairobi,white,1500000,2011,Automatic,93415,Petrol,Local,3
toyota,wish,Nairobi,silver,695000,2006,Automatic,120,Petrol,Local,3.6666666666666665
toyota,fortuner,Nairobi,silver,3600000,2012,Automatic,65000,Diesel,Foreign,4
toyota,fortuner,Nairobi,silver,3450000,2012,Automatic,80000,Diesel,Foreign,4
toyota,allion,Nairobi,black,1400000,2012,Automatic,65000,Petrol,Foreign,4.555555555555555
mitsubishi,outlander,Nairobi,blue,1200000,2006,Automatic,80,Petrol,Local,3.5
toyota,land,Nairobi,black,7500000,2012,Automatic,25600,Petrol,Foreign,4.555555555555555
nissan,x-trail,Nairobi,black,699000,2005,Automatic,NA,Petrol,Local,3.75
volkswagen,touareg,Nairobi,black,1800000,2007,Automatic,93774,Petrol,Local,3
volkswagen,golf,Nairobi,black,820000,2011,Automatic,115471,Petrol,Local,3.6
volkswagen,passat,Nairobi,black,1599000,2013,Automatic,98793,Petrol,Foreign,3
subaru,forester,Nairobi,blue,2300000,2013,Automatic,54000,Petrol,Foreign,4.636363636363637
toyota,rush,Nairobi,grey,1700000,2013,Automatic,48000,Petrol,Foreign,3
toyota,axio,Nairobi,silver,1280000,2013,Automatic,5000,Petrol,Foreign,3.6
mitsubishi,rvr,Nairobi,pearl,1900000,2015,Automatic,83000,Petrol,Foreign,3
toyota,crown,Mombasa,black,1900000,2013,Automatic,NA,Petrol,Foreign,4.2
nissan,x-trail,Mombasa,black,1350000,2012,Automatic,87252,Petrol,Local,3.75
nissan,x-trail,Mombasa,black,1300000,2013,Automatic,86225,Petrol,Local,3.75
toyota,hilux,Mombasa,beige,1150000,2013,Manual,132441,Diesel,Local,4.2
honda,stream,Mombasa,Not-specified,1150000,2013,Automatic,84572,Petrol,Foreign,4
nissan,note,Mombasa,black,510000,2012,Automatic,58814,Petrol,Local,4.333333333333333
mitsubishi,rvr,Mombasa,grey,1600000,2013,Automatic,46325,Petrol,Foreign,3
mitsubishi,rvr,Mombasa,black,1800000,2013,Automatic,52987,Petrol,Foreign,3
honda,fit,Mombasa,Not-specified,760000,2013,Automatic,74572,Petrol,Foreign,4.666666666666667
toyota,axio,Mombasa,Not-specified,860000,2012,Unknown,66123,Petrol,Local,3.6
toyota,rush,Mombasa,black,1550000,2013,Automatic,65241,Petrol,Foreign,3
mazda,axela,Mombasa,Not-specified,900000,2012,Automatic,47321,Petrol,Foreign,3.3333333333333335
isuzu,d-max,Mombasa,pearl,1750000,2013,Manual,49299,Other,Foreign,4
nissan,note,Mombasa,Not-specified,540000,2013,Unknown,76314,Other,Local,4.333333333333333
