,make,price,details
3882,   2014 Nissan X-Trail 2.0 Automatic     4 (6 Reviews)   ," KSh2,400,000 ",  Mombasa  Manual  Black 89252 km   Foreign Used 2014 Petrol 
3883,  2013 BMW 320i Sport  ," KSh2,400,000 ",  Mombasa  Automatic  Black 72582 km   Foreign Used 2013 Petrol 
3884,   2013 Toyota Noah     5 (6 Reviews)   ," KSh1,650,000 ",  Mombasa  Automatic  89251 km   Foreign Used 2013 Petrol 
3885,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,250,000 ",  Mombasa  Automatic  Red 98251 km   Foreign Used 2013 Diesel-Hybrid 
3886,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,700,000 ",  Mombasa  Automatic  Silver 98252 km   Foreign Used 2013 Petrol 
3887,  2013 Toyota Hilux 3.0 D-4D Double Cab 4x4 Raider     5 (3 Reviews)   ," KSh3,900,000 ",  Mombasa  Automatic  White 54324 km   Foreign Used 2013 Diesel 
3888,  2013 Nissan Serena 2.0 SLX  ," KSh1,300,000 ",  Mombasa  Automatic  White 197468 km   Foreign Used 2013 Petrol 
3889,  2013 Suzuki Escudo     4 (2 Reviews)   ," KSh2,300,000 ",  Mombasa  Automatic  White 98263 km    Foreign Used 2013 Petrol 
3890,  2013 Mitsubishi RVR 2.0     3 (1 Review)   ," KSh1,850,000 ",  Mombasa  Automatic  Grey 82372 km   Foreign Used 2013 Petrol 
3891,  2013 Toyota Ractis     5 (7 Reviews)   ," KSh900,000 ",  Mombasa  Automatic  Silver 87223 km   Foreign Used 2013 Petrol 
3892,  2013 Toyota Hilux 3.0 D-4D Single cab     5 (3 Reviews)   ," KSh2,350,000 ",  Mombasa  Manual  White 74231 km   Foreign Used 2013 Diesel 
3893,  2013 Toyota Hilux 3.0 D-4D Single cab     5 (3 Reviews)   ," KSh2,350,000 ",  Mombasa  Automatic  Silver 89231 km   Foreign Used 2013 Diesel 
3894,  2015 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh7,500,000 ",  Mombasa  Automatic  White 56923 km   Foreign Used 2015 Petrol 
3895,  2013 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh6,200,000 ",  Mombasa  Automatic  Silver 74324 km   Foreign Used 2013 Diesel 
3896,  2012 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh5,500,000 ",  Mombasa  Automatic  Grey 107296 km   Foreign Used 2012 Diesel 
3897,  2013 Toyota Avensis 1.8     4 (3 Reviews)   ," KSh1,300,000 ",  Mombasa  Automatic  Black 83251 km   Foreign Used 2013 Petrol 
3898,  2012 Subaru Outback 2.5     5 (3 Reviews)   ," KSh2,000,000 ",  Mombasa  Automatic  White 132542 km   Foreign Used 2012 Petrol 
3899,  2012 Subaru Outback 2.5     5 (3 Reviews)   ," KSh2,000,000 ",  Mombasa  Automatic  Black 132521 km   Foreign Used 2012 Petrol 
3900,  2012 Toyota Townace  ," KSh1,150,000 ",  Mombasa  Manual  White 92132 km   Foreign Used 2012 Petrol 
3901,  2012 Toyota Rumion  ," KSh1,200,000 ",  Mombasa  Automatic  Blue 89273 km   Foreign Used 2012 Petrol 
3902,  2012 Toyota Rumion  ," KSh1,250,000 ",  Mombasa  Automatic  Black 80321 km   Foreign Used 2012 Petrol 
3903,  2013 Toyota ISIS     5 (1 Review)   ," KSh1,250,000 ",  Mombasa  Automatic  White 89234 km   Foreign Used 2013 Petrol 
3904,  2013 Toyota Land Cruiser 200 4.6 ZX     5 (7 Reviews)   ," KSh7,500,000 ",  Mombasa  Automatic  White 89000 km   Foreign Used 2013 Petrol 
3905,  2013  Nissan Patrol 5.6     4 (1 Review)   ," KSh9,000,000 ",  Mombasa  Automatic  Black 74233 km   Foreign Used 2013 Petrol 
3906,  2013 Nissan juke 1.5 dCi     3 (1 Review)   ," KSh1,300,000 ",  Mombasa  Automatic  White 89252 km   Foreign Used 2013 Petrol 
3907,  2013 Mitsubishi RVR 2.0      3 (1 Review)   ," KSh1,800,000 ",  Mombasa  Automatic  Black 135303 km   Foreign Used 2013 Petrol 
3908,  2013 Nissan juke 1.5 dCi     3 (1 Review)   ," KSh1,300,000 ",  Mombasa  Automatic  Red 92364 km   Foreign Used 2013 Petrol 
3909,  2013 Nissan Serena 2.0 SLX  ," KSh1,350,000 ",  Mombasa  Automatic  White 87263 km   Foreign Used 2013 Petrol 
3910,  2013 Mazda Demio 1.3     4 (5 Reviews)   ," KSh680,000 ",  Mombasa  Automatic  White 83263 km   Foreign Used 2013 Petrol 
3911,  2013 Mazda 2 1.2 5     5 (2 Reviews)   ," KSh1,900,000 ",  Mombasa  Automatic  White 132223 km   Foreign Used 2013 Diesel 
3912,  2013 Suzuki Swift GA     5 (1 Review)   ," KSh830,000 ",  Mombasa  Automatic  White 74326 km   Foreign Used 2013 Petrol 
3913,  2014 Toyota Noah     5 (6 Reviews)   ," KSh2,000,000 ",  Mombasa  Automatic  Gold 169226 km   Foreign Used 2014 Petrol 
3914,  2013 Toyota Vitz 1.0 F     5 (13 Reviews)   ," KSh950,000 ",  Mombasa  Automatic  Yellow 31129 km   Foreign Used 2013 Petrol 
3915,  2014 Toyota Harrier     5 (8 Reviews)   ," KSh3,700,000 ",  Mombasa  Automatic  White 71359 km   Foreign Used 2014 Hybrid 
3916,  2013 Mitsubishi RVR 2.0     3 (1 Review)   ," KSh1,800,000 ",  Mombasa  Automatic  Red 89263 km   Foreign Used 2013 Petrol 
3917,  2013 Subaru Forester 2.0 XT Turbo     5 (9 Reviews)   ," KSh2,600,000 ",  Mombasa  Automatic  White 92363 km   Foreign Used 2013 Petrol 
3918,  2013 Mazda CX-5 2WD     4 (1 Review)   ," KSh2,000,000 ",  Mombasa  Automatic  Blue 55290 km   Foreign Used 2013 Petrol 
3919,  2012 Toyota Belta     5 (9 Reviews)   ," KSh850,000 ",  Mombasa  Automatic  Silver 87223 km   Foreign Used 2012 Petrol 
3920,  2014 Mercedes-Benz E250  ," KSh4,300,000 ",  Mombasa  Automatic  Grey 68306 km   Foreign Used 2014 Petrol 
3921,  2014 Mercedes-Benz E250  ," KSh4,000,000  ",  Mombasa  Automatic  Black 83263 km   Foreign Used 2014 Petrol 
3922,  2013 Toyota Voxy     4 (2 Reviews)   ," KSh1,600,000 ",  Mombasa  Automatic  Black 132367 km   Foreign Used 2013 Petrol 
3923,  2013 Honda Fit A     5 (10 Reviews)    ," KSh800,000 ",  Mombasa  Automatic  75750 km   Foreign Used 2013 Petrol 
3924,  2013 Toyota Ractis     5 (7 Reviews)   ," KSh930,000 ",  Mombasa  Automatic  White 87233 km   Foreign Used 2013 Petrol 
3925,  2013 Nissan NV200  ," KSh950,000 ",  Mombasa  Automatic  White 132363 km   Foreign Used 2013 Petrol 
3926,  2014  Nissan X-Trail 2.0 Petrol XE     4 (6 Reviews)   ," KSh2,500,000 ",  Mombasa  Automatic  White 53297 km   Foreign Used 2014 Petrol 
3927,  2013  Nissan Elgrand  ," KSh1,900,000 ",  Mombasa  Automatic  Black 158927 km   Foreign Used 2013 Petrol 
3928,  2014 Toyota Noah     5 (6 Reviews)   ," KSh2,100,000 ",  Mombasa  Automatic  White 127352 km   Foreign Used 2014 Petrol 
3929,  2013 Volkswagen Up  ," KSh850,000 ",  Mombasa  Automatic  White 92327 km   Foreign Used 2013 Petrol 
3930,  2013 Volkswagen Up  ," KSh850,000 ",  Mombasa  Automatic  Black 89237 km   Foreign Used 2013 Petrol 
3931,  2013 Toyota Vitz 1.0 F     5 (13 Reviews)   ," KSh920,000 ",  Mombasa  Automatic  Grey 95223 km   Foreign Used 2013 Petrol 
3932,  2013 Toyota Ractis     5 (7 Reviews)   ," KSh930,000 ",  Mombasa  Automatic  Grey 82362 km   Foreign Used 2013 Petrol 
3933,  2013 Toyota Ractis     5 (7 Reviews)   ," KSh930,000 ",  Mombasa  Automatic  Maroon 83267 km   Foreign Used 2013 Petrol 
3934,  2013 Audi A4 2.0T Premium Quattro Automatic     4 (1 Review)   ," KSh2,400,000 ",  Mombasa  Automatic  Grey 54000 km   Foreign Used 2013 Petrol 
3935,  2014 Nissan X-Trail 2.0 Petrol XE     4 (6 Reviews)   ," KSh2,300,000 ",  Mombasa  Automatic  Grey 83000 km   Foreign Used 2014 Petrol 
3936,  2013 Toyota Land Cruiser 200 V8 4.7     5 (7 Reviews)   ," KSh9,500,000 ",  Mombasa  Automatic  White 88892 km   Foreign Used 2013 Petrol 
3937,  2013 Mazda Atenza  ," KSh1,450,000 ",  Mombasa  Automatic  Grey 142327 km   Foreign Used 2013 Diesel 
3938,  2012 Toyota Mark X Zio     5 (6 Reviews)   ," KSh1,450,000 ",  Mombasa  Automatic  White 123263 km   Foreign Used 2012 Petrol 
3939,  2013 Suzuki Wagon R+  ," KSh700,000 ",  Mombasa  Automatic  White 95232 km   Foreign Used 2013 Petrol 
3940,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,250,000 ",  Mombasa  Automatic  White 89327 km   Foreign Used 2013 Petrol 
3941,  2013 Toyota Axio     4 (3  Reviews)   ," KSh1,250,000 ",  Mombasa  Automatic  White 57232 km   Foreign Used 2013 Petrol 
3942,  2013 Toyota Hilux 3.0 D-4D Single Cab 4x4 Raider     5 (3 Reviews)   ," KSh3,000,000 ",  Mombasa  Manual  White 89231 km   Foreign Used 2013 Diesel 
3943,  2013 Nissan Note     5 (4 Reviews)   ," KSh700,000 ",  Mombasa  Automatic  White 87232 km   Foreign Used 2013 Petrol 
3944,  2013 Nissan Note 1.4     5 (4 Reviews)   ," KSh750,000 ",  Mombasa  Automatic  Black 72327 km   Foreign Used 2013 Petrol 
3945,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,250,000 ",  Mombasa  Automatic  Maroon 89237 km   Foreign Used 2013 Petrol 
3946,  2013 Toyota Vitz 1.3 U     5 (13 Reviews)   ," KSh830,000 ",  Mombasa  Automatic  Pink 89236 km   Foreign Used 2013 Petrol 
3947,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,250,000 ",  Mombasa  Automatic  Gold 89237 km   Foreign Used 2013 Petrol 
3948,  2013 Toyota Rush High Grade AT     3 (1 Review)   ,"  KSh1,500,000 ",  Mombasa  Automatic  Black 89327 km   Foreign Used 2013 Petrol 
3949,  2015 Toyota Fielder     5 (8 Reviews)   ," KSh1,350,000 ",  Mombasa  Automatic  Silver 123567 km   Foreign Used 2015 Diesel-Hybrid 
3950,  2013 Toyota Allion 1.8     5 (7 Reviews)   ," KSh1,500,000 ",  Mombasa  Automatic  White 92373 km   Foreign Used 2013 Petrol 
3951,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,250,000 ",  Mombasa  Automatic  Black 52371 km   Foreign Used 2013 Petrol 
3952,  2013 Honda Fit     5 (10 Reviews)   ," KSh800,000 ",  Nairobi  Automatic  White 71384 km   Foreign Used 2013 Petrol 
3953,   2006 Toyota RAV4     5 (6 Reviews)   ," KSh750,000 ",  Nairobi  Automatic  Silver 158182 km   Foreign Used 2006 Petrol 
3954,  2013 Nissan juke     3 (1 Review)   ," KSh1,300,000 ",  Nairobi  Automatic  Red 91580 km   Foreign Used 2013 Petrol 
3955,  2012 Mitsubishi Colt  ," KSh500,000 ",  Nairobi  Automatic  Black 79161 km   Foreign Used 2012 Petrol 
3956,  2013 Nissan Wingroad     4 (10 Reviews)   ," KSh720,000 ",  Nairobi  Automatic  Silver 78883 km   Foreign Used 2013 Petrol 
3957,  2013 Nissan Sylphy  ," KSh1,040,000 ",  Nairobi  Automatic  Dark Grey 43000 km   Foreign Used 2013 Petrol 
3958,  2013 Toyota Vitz 1.3 U     5 (13 Reviews)   ," KSh700,000 ",  Nairobi  Automatic  Black 73000 km   Foreign Used 2013 
3959,  2013 Nissan Wingroad     4 (10 Reviews)   ," KSh730,000 ",  Nairobi  Automatic  Silver 52359 km   Foreign Used 2013 Petrol 
3960,  2013 Nissan Note     5 (4 Reviews)   ," KSh650,000 ",  Nairobi  Automatic  White 73000 km    Foreign Used 2013 Petrol 
3961,  2013 Mitsubishi Galant Fortis     4 (2 Reviews)   ," KSh1,120,000 ",  Nairobi  Automatic  Silver 66230 km   Foreign Used 2013 Petrol 
3962,  2013 Honda Fit Automatic     5 (10 Reviews)   ," KSh750,000 ",  Nairobi  Automatic  Black 73000 km   Foreign Used 2013 Petrol 
3963,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,500,000 ",  Mombasa  Automatic  Silver 87000 km   Foreign Used 2013 Petrol 
3964,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,200,000 ",  Nairobi  Automatic  White 70000 km   Foreign Used 2013 Petrol 
3965,  2013 Toyota Previa  ," KSh1,490,000 ",  Nairobi  Automatic  Gold 147000 km   Foreign Used 2013 Petrol 
3966,  2013 Nissan juke     3 (1 Review)   ," KSh1,150,000 ",  Mombasa  Automatic  Black 52000 km   Foreign Used 2013 Petrol 
3967,  2013 Mazda Demio 1.3     4 (5 Reviews)   ," KSh640,000 ",  Nairobi  Automatic  Black 110986 km   Foreign Used 2013 Petrol 
3968,  2013 Nissan Note     5 (4 Reviews)   ," KSh660,000 ",  Nairobi  Automatic  Red 67000 km   Foreign Used 2013 Petrol 
3969,  2013 Subaru Forester     5 (9 Reviews)   ," KSh1,920,000 ",  Mombasa  Automatic  Pearl 62000 km   Foreign Used 2013 Petrol 
3970,  2012 Toyota Land Cruiser Prado     4 (3 Reviews)   ," KSh3,850,000 ",  Nairobi  Automatic  Pearl 70000 km   Foreign Used 2012 Petrol 
3971,  2011 Toyota Crown Automatic     5 (3 Reviews)   ,"  KSh1,450,000 ",  Nairobi  Automatic  Pearl 58000 km   Locally Used 2011 Petrol 
3972,  2013 Mazda CX-5     4 (1 Review)   ," KSh2,100,000 ",  Mombasa  Automatic  Pearl Foreign Used 2013 Diesel 
3973,  2015 Lexus NX 200T  ," KSh5,800,000 ",  Mombasa  Automatic  Pearl 77000 km   Foreign Used 2015 Petrol 
3974,  2013 Audi A4     4 (1 Review)   ," KSh1,700,000 ",  Mombasa  Automatic  Black 93000 km   Foreign Used 2013 Petrol 
3975,  2013 Toyota Vitz     5 (13 Reviews)   ," KSh780,000 ",  Mombasa  Automatic  Other Foreign Used 2013 Petrol 
3976,  2013 Subaru Impreza     5 (12 Reviews)   ," KSh1,080,000 ",  Mombasa  Automatic  Maroon Foreign Used 2013 Petrol 
3977,  2013 Toyota Mark X     5 (6 Reviews)   ," KSh1,650,000 ",  Mombasa  Automatic  Pearl Foreign Used 2013 Petrol 
3978,  2013 Toyota Land Cruiser Prado GXL     4 (3 Reviews)   ," KSh6,300,000 ",  Mombasa  Automatic  Blue 84000 km   Foreign Used 2013 Diesel 
3979,  2013 Toyota Avensis     4 (3 Reviews)   ," KSh1,300,000 ",  Mombasa  Automatic  Black 57000 km   Foreign Used 2013 Petrol 
3980,  2013 Honda Shuttle  ," KSh930,000 ",  Nairobi  Automatic  Grey 82000 km   Foreign Used 2013 Petrol 
3981,  2006 Land Rover Discovery III     3 (1 Review)   ," KSh1,750,000 ",  Nairobi  Automatic  Grey 150000 km   Locally Used 2006 Diesel 
3982,  2003 Toyota Land Cruiser Prado      4 (3 Reviews)   ," KSh1,400,000 ",  Nairobi  Automatic  Green Locally Used 2003 Diesel 
3983,  2013 Toyota Mark X     5 (6 Reviews)   ," KSh1,600,000 ",  Nairobi  Automatic  Pearl 92000 km   Foreign Used 2013 Petrol 
3984,  2010 Lexus LX 570     5 (2 Reviews)   ," KSh6,500,000 ",  Nairobi  Automatic  Silver Locally Used 2010 Petrol 
3985,  2011 Nissan Note     5 (4 Reviews)   ," KSh495,000 ",  Nairobi  Automatic  Black 98 km   Locally Used 2011 Petrol 
3986,  2013 Toyota Prius 1.8 VVT-h     3 (1 Review)   ," KSh1,350,000 ",  Mombasa  Automatic  Black 109777 km   Foreign Used 2013 Petrol 
3987,  2013 Nissan juke     3 (1 Review)   ," KSh1,200,000 ",  Mombasa  Automatic  Maroon 80000 km   Foreign Used 2013 Petrol 
3988,  2013 Honda CR-V     5 (4 Reviews)   ," KSh2,000,000 ",  Mombasa  Automatic  Black 60000 km   Foreign Used 2013 Petrol 
3989,  2013 Toyota Hilux     5 (3 Reviews)   ," KSh3,400,000 ",  Nairobi  Automatic  Grey 97867 km   Foreign Used 2013 Diesel 
3990,  2013 Nissan juke     3 (1 Review)   ," KSh1,300,000 ",  Nairobi  Automatic  Gold 29000 km   Foreign Used 2013 Petrol 
3991,  2013 Subaru Forester     5 (9 Reviews)   ," KSh1,900,000 ",  Mombasa  Automatic  Pearl 58000 km   Foreign Used 2013 Petrol 
3992,  2013 Suzuki Alto     5 (3 Reviews)   ," KSh560,000 ",  Nairobi  Automatic  Blue 76000 km   Foreign Used 2013 Petrol 
3993,  2014 Toyota Hilux 2.5 D-4D Double Cab     5 (3 Reviews)   ," KSh3,500,000 ",  Bungoma  Manual  Dark Grey Foreign Used 2014 Diesel 
3994,  2013 Toyota Axio     4 (3 Reviews)   ," KSh1,150,000 ",  Mombasa  Automatic  Silver 56000 km   Foreign Used 2013 Petrol 
3995,  2013 Toyota Probox     5 (7 Reviews)   ," KSh840,000 ",  Nairobi  Automatic  White 109000 km   Foreign Used 2013 Petrol 
3996,  2014 Toyota Axio     4 (3 Reviews)   ," KSh1,249,000 ",  Nairobi  Automatic  White 92126 km   Foreign Used 2014 Petrol 
3997,  2013 Mercedes-Benz C220  ," KSh2,250,000 ",  Mombasa  Automatic  Black 370000 km   Foreign Used 2013 Petrol 
3998,  2013 Toyota Premio     5 (15 Reviews)   ," KSh1,450,000 ",  Mombasa  Automatic  Silver 65000 km   Foreign Used 2013 Petrol 
3999,  2014 Mercedes-Benz E350   ," KSh4,700,000 ",  Nairobi  Automatic  Silver 46745 km   Foreign Used 2014 Petrol 
4000,  2015 Nissan Note 1.4     5 (4 Reviews)   ," KSh780,000 ",  Bungoma  Automatic  Silver Foreign Used 2015 Petrol 
4001,  2013 Toyota Fielder     5 (8 Reviews)   ," KSh1,200,000 ",  Mombasa  Manual  Red 86000 km   Foreign Used 2013 Diesel-Hybrid 
4002,  2009 Toyota Allion     5 (7 Reviews)   ," KSh800,000 ",  Eldoret  Automatic  Blue Locally Used 2009 Petrol 
4003,  2013 Volkswagen Golf R 4-Door with Sunroof & Nav.     4 (3 Reviews)   ," KSh1,540,000 ",  Nairobi  Automatic  Red 52083 km   Foreign Used 2013 Petrol 
4004,  2008 Toyota Vanguard     4 (1 Review)   ," KSh1,200,000 ",  Nairobi  Automatic  Silver 125000 km   Locally Used 2008 Petrol 
4005,  2011 Toyota Axio     4 (3 Reviews)   ," KSh865,000 ",  Nairobi  Automatic  White 900000 km   Locally Used 2011 Petrol 
4006,  2013 Nissan Serena 2.0 Excursion  ," KSh1,090,000 ",  Mombasa  Automatic  White 65000 km   Foreign Used 2013 Petrol 
